PC1,PC2,PC3,PC4,PC5,PC6
1.2097133947807535,0.9658622052757224,-1.185007401549278,-0.3237939626307289,0.5417393619311105,0.6631573831770717
-0.3776556181066053,1.2512527948106704,0.351235081228051,0.8667950023831238,-0.5094713201034645,-0.08284458451612368
-0.617188535341378,0.08442154342640051,0.04350660340382267,-0.5586764552312321,0.840884647940301,0.831878996931847
0.6619442052113894,0.4642584182320366,-0.41432891889235257,-1.4550674868801388,0.37077085334438614,1.4752345318611664
0.711484116898575,0.9008964562432769,-0.5776494303743891,0.47876185973314606,-1.8202282864898374,0.33079381622292775
0.5233706360670901,-1.2631047612706858,-0.9266980949068987,0.5687384405160518,-0.6084548950587088,-0.7419222474386293
1.1449029632223509,-1.3547033084493298,-0.07846839547456731,-1.0209941996821927,1.530361902053148,-0.42373162295700645
0.8468315520466126,0.5278093900358365,1.3682734063718662,0.015381023556881713,0.8283743332177963,-0.3508986947601255
-0.27040813014983794,-0.3172632106615456,1.7261499234202065,1.7828775849173464,-0.216438995676284,-1.3767810973799
-0.41415052004842734,-1.2488899844407777,1.9207966688629003,0.8392227090137193,0.5910454426080508,-1.6188104570856503
0.626418932211092,-1.3615499613541788,2.4040739825069037,-0.6025454882198038,1.913021084573573,-0.6841240286486213
1.1881550426847165,-2.052154314060588,1.0601753519964257,-0.17086322909592508,1.4466586388074503,0.16863078391944608
0.872300835956771,-0.017371880199754657,-1.749913345229377,0.0017889069162992334,-0.6731298679703739,0.8961132383028325
1.1831959874255542,1.95030688140802,-2.2395922990715595,-0.7419049201505526,-1.5396219373593318,1.156881315897136
1.1020669021206715,0.17498338888906143,-0.7485640879742825,-0.02193174804399583,-0.45490768897591877,0.749570793903544
0.052261819441307866,-0.0744870214025592,-0.5352579957038729,1.0960202559656742,0.679440044607834,0.7164016201795118
0.6435476645960958,1.2206090652517583,-0.06803176038591492,0.8676763955152081,0.5511858008983802,0.8299675960040017
0.9112732886948937,0.39795391483376275,1.234247109340129,0.8246071045163242,-0.9161114336150353,0.0992258938926766
-1.1605432450463318,-0.2401759413224578,0.5145695316708276,0.23794009357109577,-1.2789769753000342,-1.2172779142253782
-1.0249774410773511,-0.9636577794163328,0.3128406465164359,-1.1847304419524627,0.38571059562073384,-1.7374454241597004
0.1538752996015811,-1.3756170073176885,2.1230460470444017,-0.1745367638999186,0.514989551284895,-0.6080471989083777
-1.7396645514181743,0.9011274342059719,1.299464845632684,1.2446033384659076,-0.4052789405578761,0.10736982121605544
-1.9283392310145377,0.9769133668919282,-0.5474161007067927,-0.33709021513693826,0.7946902863478027,-0.3603054727463274
0.017635933844682993,-0.9543453652986259,0.22938917879993828,-1.0264096344903226,0.9930419469897122,0.8303375392068111
-1.3342807105163037,0.9196313269375792,-0.03651196739627794,0.4524194477225546,-1.0087457605359063,2.110337069570611
-2.3749182725169047,1.5831450503081248,-1.3717699540178159,0.30124986250304936,-0.9323211487056579,0.6100008398200687
